review_id,drug_name,target_gene,final_candidate_diseases_zh,final_mechanism_assessment_zh,final_feasibility_assessment_zh,assay_recommendation_zh,counterscreen_recommendation_zh,risk_level,priority_after_agent,agent_decision,agent_notes_zh
strict895_0397,Acyclovir,IKBKB,NF-kB依赖淋巴瘤、炎症性实体瘤/胰腺癌模型,机制可检验但证据主要来自预测；IKBKB与NF-kB依赖淋巴瘤、炎症性实体瘤/胰腺癌模型有一定生物学连接，当前药物-靶点关系、疾病具体化或同方向风险不足以直接进入高优先级。,高到中高：可用成熟生化/结合实验和细胞p信号或活性读数确认target engagement。,IKBKB kinase IC50/Kd或NanoBRET/SPR；细胞层面检测配体刺激后的pIKBKB/下游pERK、pAKT或靶底物剂量反应,同家族/广谱kinome panel、ATP竞争性、上游RTK旁路、细胞毒性和增殖非特异反筛,high,P3_review_low,review_low,ConPLEx分数偏低，必须正交验证。
strict895_0398,Etravirine,SRC,SRC活化实体瘤侵袭/转移模型及血液肿瘤,Etravirine-SRC有较强再发现/同方向或同家族风险；SRC与SRC活化实体瘤侵袭/转移模型及血液肿瘤的疾病生物学成立，但不宜作为新颖优先假说，适合作为阳性或文献复现对照。,实验可行性通常较好，但主要价值是方法学/再发现对照；需避免把已知同类药理误判为新发现。,SRC kinase IC50/Kd或NanoBRET/SPR；细胞层面检测配体刺激后的pSRC/下游pERK、pAKT或靶底物剂量反应,同家族/广谱kinome panel、ATP竞争性、上游RTK旁路、细胞毒性和增殖非特异反筛,high,P0_control_only,control_only,本地状态提示已有老药新靶文献线索，创新性折扣。；建议作为阳性/再发现或家族泄漏对照，不计入新颖优先发现。
strict895_0399,Fludarabine Phosphate,SLC34A2,SLC34A2高表达肺鳞癌/肺腺癌、子宫内膜癌,机制可检验但证据主要来自预测；SLC34A2与SLC34A2高表达肺鳞癌/肺腺癌、子宫内膜癌有一定生物学连接，当前药物-靶点关系、疾病具体化或同方向风险不足以直接进入高优先级。,中等到中高：摄取/外排实验可行，但底物选择、离子梯度、外排转运和细胞状态会显著影响读数。,SLC34A2钠依赖磷酸盐摄取实验；过表达细胞、空载体和低钠条件确认target engagement,SLC34A1/A3、其他阴离子/磷酸盐转运体，培养基磷酸盐、外排转运、底物读数干扰和细胞毒性反筛,high,P3_review_low,review_low,疾病方向接近原标签或同治疗领域，老药新用价值需打折。；SLC34A2读数强依赖钠/磷酸盐条件，肿瘤表型容易被细胞状态混淆。
strict895_0400,Infigratinib Phosphate,PDGFRA,PDGFRA相关肾纤维化、CKD间质成纤维细胞模型,机制较聚焦：PDGFRA与PDGFRA相关肾纤维化、CKD间质成纤维细胞模型的病理轴一致，且该药-靶点假说可用直接engagement和功能readout验证，值得作为本块优先保留。,高到中高：可用成熟生化/结合实验和细胞p信号或活性读数确认target engagement。,PDGFRA kinase IC50/Kd或NanoBRET/SPR；细胞层面检测配体刺激后的pPDGFRA/下游pERK、pAKT或靶底物剂量反应,同家族/广谱kinome panel、ATP竞争性、上游RTK旁路、细胞毒性和增殖非特异反筛,medium,P1_keep_high,keep_high,存在同靶点家族/同药理类别泄漏风险。；建议进入首批确认实验，但仍需先做选择性反筛。
strict895_0401,Afatinib Dimaleate,PDGFRB,PDGFRB依赖白血病、神经内分泌癌、乳腺癌基质/血管模型,Afatinib Dimaleate-PDGFRB有较强再发现/同方向或同家族风险；PDGFRB与PDGFRB依赖白血病、神经内分泌癌、乳腺癌基质/血管模型的疾病生物学成立，但不宜作为新颖优先假说，适合作为阳性或文献复现对照。,实验可行性通常较好，但主要价值是方法学/再发现对照；需避免把已知同类药理误判为新发现。,PDGFRB kinase IC50/Kd或NanoBRET/SPR；细胞层面检测配体刺激后的pPDGFRB/下游pERK、pAKT或靶底物剂量反应,同家族/广谱kinome panel、ATP竞争性、上游RTK旁路、细胞毒性和增殖非特异反筛,high,P0_control_only,control_only,存在同靶点家族/同药理类别泄漏风险。；疾病方向接近原标签或同治疗领域，老药新用价值需打折。；建议作为阳性/再发现或家族泄漏对照，不计入新颖优先发现。
strict895_0402,Linezolid,SLC34A2,肺泡上皮磷酸盐转运异常、肺泡微石症/肺损伤屏障模型,机制可检验但证据主要来自预测；SLC34A2与肺泡上皮磷酸盐转运异常、肺泡微石症/肺损伤屏障模型有一定生物学连接，当前药物-靶点关系、疾病具体化或同方向风险不足以直接进入高优先级。,中等到中高：摄取/外排实验可行，但底物选择、离子梯度、外排转运和细胞状态会显著影响读数。,SLC34A2钠依赖磷酸盐摄取实验；过表达细胞、空载体和低钠条件确认target engagement,SLC34A1/A3、其他阴离子/磷酸盐转运体，培养基磷酸盐、外排转运、底物读数干扰和细胞毒性反筛,high,P3_review_low,review_low,ConPLEx分数偏低，必须正交验证。；SLC34A2读数强依赖钠/磷酸盐条件，肿瘤表型容易被细胞状态混淆。
strict895_0403,Fostamatinib Disodium,FLT3,FLT3突变AML、CLL/CML信号模型,机制中等可信：FLT3与FLT3突变AML、CLL/CML信号模型匹配且有可实验验证的功能读数，但需先排除ConPLEx预测、同家族活性或原适应症方向带来的假阳性。,高到中高：可用成熟生化/结合实验和细胞p信号或活性读数确认target engagement。,FLT3 kinase IC50/Kd或NanoBRET/SPR；细胞层面检测配体刺激后的pFLT3/下游pERK、pAKT或靶底物剂量反应,同家族/广谱kinome panel、ATP竞争性、上游RTK旁路、细胞毒性和增殖非特异反筛,medium,P2_keep_medium,keep_medium,本地PubMed审计未见已报道线索，若验证阳性有一定新颖性。；存在同靶点家族/同药理类别泄漏风险。
strict895_0404,Osimertinib Mesylate,PDGFRB,PDGFRB依赖白血病、神经内分泌癌、乳腺癌基质/血管模型,Osimertinib Mesylate-PDGFRB有较强再发现/同方向或同家族风险；PDGFRB与PDGFRB依赖白血病、神经内分泌癌、乳腺癌基质/血管模型的疾病生物学成立，但不宜作为新颖优先假说，适合作为阳性或文献复现对照。,实验可行性通常较好，但主要价值是方法学/再发现对照；需避免把已知同类药理误判为新发现。,PDGFRB kinase IC50/Kd或NanoBRET/SPR；细胞层面检测配体刺激后的pPDGFRB/下游pERK、pAKT或靶底物剂量反应,同家族/广谱kinome panel、ATP竞争性、上游RTK旁路、细胞毒性和增殖非特异反筛,high,P0_control_only,control_only,存在同靶点家族/同药理类别泄漏风险。；疾病方向接近原标签或同治疗领域，老药新用价值需打折。；建议作为阳性/再发现或家族泄漏对照，不计入新颖优先发现。
strict895_0405,Diroximel Fumarate,SLC34A2,SLC34A2高表达肺鳞癌/肺腺癌、子宫内膜癌,机制可检验但证据主要来自预测；SLC34A2与SLC34A2高表达肺鳞癌/肺腺癌、子宫内膜癌有一定生物学连接，当前药物-靶点关系、疾病具体化或同方向风险不足以直接进入高优先级。,中等到中高：摄取/外排实验可行，但底物选择、离子梯度、外排转运和细胞状态会显著影响读数。,SLC34A2钠依赖磷酸盐摄取实验；过表达细胞、空载体和低钠条件确认target engagement,SLC34A1/A3、其他阴离子/磷酸盐转运体，培养基磷酸盐、外排转运、底物读数干扰和细胞毒性反筛,high,P3_review_low,review_low,ConPLEx分数偏低，必须正交验证。；SLC34A2读数强依赖钠/磷酸盐条件，肿瘤表型容易被细胞状态混淆。
strict895_0406,Acyclovir,AKT1,PI3K/AKT依赖结直肠癌、乳腺癌及其他实体瘤,Acyclovir-AKT1有较强再发现/同方向或同家族风险；AKT1与PI3K/AKT依赖结直肠癌、乳腺癌及其他实体瘤的疾病生物学成立，但不宜作为新颖优先假说，适合作为阳性或文献复现对照。,实验可行性通常较好，但主要价值是方法学/再发现对照；需避免把已知同类药理误判为新发现。,AKT1 kinase IC50/Kd或NanoBRET/SPR；细胞层面检测配体刺激后的pAKT1/下游pERK、pAKT或靶底物剂量反应,同家族/广谱kinome panel、ATP竞争性、上游RTK旁路、细胞毒性和增殖非特异反筛,high,P0_control_only,control_only,本地状态提示已有老药新靶文献线索，创新性折扣。；ConPLEx分数偏低，必须正交验证。；建议作为阳性/再发现或家族泄漏对照，不计入新颖优先发现。
strict895_0407,Larotrectinib Sulfate,KEAP1,KEAP1/NRF2异常NSCLC、肺癌耐药和氧化应激依赖肿瘤,机制中等可信：KEAP1与KEAP1/NRF2异常NSCLC、肺癌耐药和氧化应激依赖肿瘤匹配且有可实验验证的功能读数，但需先排除ConPLEx预测、同家族活性或原适应症方向带来的假阳性。,中等：功能读数可建立，但直接结合或PPI/通路靶点验证难度较高，必须配合正交结合实验和救援实验。,KEAP1-Kelch/Nrf2肽FP或SPR竞争；Nrf2 reporter和NQO1/HMOX1 qPCR作为功能读数,广谱Nrf2/抗氧化应激、亲电/巯基反应、荧光素酶干扰和细胞毒性反筛,medium,P2_keep_medium,keep_medium,本地PubMed审计未见已报道线索，若验证阳性有一定新颖性。；疾病方向接近原标签或同治疗领域，老药新用价值需打折。；KEAP1/Nrf2 reporter易被氧化应激或亲电反应伪造，需要PPI结合实验优先。
strict895_0408,Hydrocortisone,DNMT3A,骨质疏松/肌病表观遗传模型，仅探索性,机制链条偏弱或不可优先：DNMT3A与骨质疏松/肌病表观遗传模型，仅探索性的关系不够支持该药直接作用，且存在靶点难成药、疾病方向泛化或药物本身药理混杂。,可做初筛但不建议投入主线资源；除非低成本正交实验出现清晰剂量依赖，否则不推进。,DNMT3A甲基转移酶生化实验、SAM竞争和DSF；细胞DNA甲基化/靶基因甲基化读数,DNMT1/DNMT3B选择性、SAM/SAH代谢干扰、DNA嵌入和广谱表观遗传毒性反筛,high,P4_deprioritize,deprioritize,ConPLEx分数偏低，必须正交验证。；表观遗传终点慢且混杂，需先证明DNMT3A直接engagement。；不建议进入主筛选列表。
strict895_0409,Rocuronium Bromide,KCNMA1,KCNMA1相关癫痫/运动障碍、神经兴奋性异常,机制可检验但证据主要来自预测；KCNMA1与KCNMA1相关癫痫/运动障碍、神经兴奋性异常有一定生物学连接，当前药物-靶点关系、疾病具体化或同方向风险不足以直接进入高优先级。,中等到中高：电生理可直接验证，但成本较高，需严格做hERG/同家族通道和膜扰动反筛。,KCNMA1手动/自动膜片钳剂量反应；必要时用电流-电压曲线和洗脱可逆性确认直接通道调节,hERG/KCNH2、SCN5A、同亚型通道panel，膜扰动、细胞毒性和非特异电生理伪影反筛,high,P3_review_low,review_low,疾病方向接近原标签或同治疗领域，老药新用价值需打折。
strict895_0410,Obeticholic Acid,NR3C2,盐皮质激素相关高血压、心衰液体潴留、心肌纤维化,机制中等可信：NR3C2与盐皮质激素相关高血压、心衰液体潴留、心肌纤维化匹配且有可实验验证的功能读数，但需先排除ConPLEx预测、同家族活性或原适应症方向带来的假阳性。,中高：reporter、配体结合和CETSA可操作，但核受体交叉活性与广谱转录效应是主要噪音。,NR3C2配体结合/共调节因子招募、CETSA和reporter assay；下游靶基因qPCR作为正交功能读数,GR/PR/AR/ER/MR等核受体选择性，广谱转录调控、荧光素酶干扰和细胞毒性反筛,medium,P2_keep_medium,keep_medium,存在同靶点家族/同药理类别泄漏风险。
strict895_0411,Fulvestrant,TRPV3,特应性皮炎、瘙痒、角化异常/Olmsted样屏障模型,机制中等可信：TRPV3与特应性皮炎、瘙痒、角化异常/Olmsted样屏障模型匹配且有可实验验证的功能读数，但需先排除ConPLEx预测、同家族活性或原适应症方向带来的假阳性。,中等到中高：电生理可直接验证，但成本较高，需严格做hERG/同家族通道和膜扰动反筛。,TRPV3手动/自动膜片钳剂量反应；必要时用电流-电压曲线和洗脱可逆性确认直接通道调节,hERG/KCNH2、SCN5A、同亚型通道panel，膜扰动、细胞毒性和非特异电生理伪影反筛,medium,P2_keep_medium,keep_medium,本地PubMed审计未见已报道线索，若验证阳性有一定新颖性。；药内排名靠后，优先级下降。
strict895_0412,Apalutamide,PTPN11,SHP2依赖RTK/RAS通路肿瘤，如NSCLC、AML/JMML、胃肠道肿瘤,机制中等可信：PTPN11与SHP2依赖RTK/RAS通路肿瘤，如NSCLC、AML/JMML、胃肠道肿瘤匹配且有可实验验证的功能读数，但需先排除ConPLEx预测、同家族活性或原适应症方向带来的假阳性。,高到中高：可用成熟生化/结合实验和细胞p信号或活性读数确认target engagement。,SHP2 allosteric/catalytic phosphatase assay、SPR/DSF；细胞pERK和RTK刺激-救援实验,PTP家族选择性、还原/氧化/巯基反应、磷酸酶底物干扰和细胞毒性反筛,medium,P2_keep_medium,keep_medium,疾病方向接近原标签或同治疗领域，老药新用价值需打折。
strict895_0413,Ribociclib Succinate,ABL1,BCR-ABL阳性CML/ALL、ABL依赖血液肿瘤,Ribociclib Succinate-ABL1有较强再发现/同方向或同家族风险；ABL1与BCR-ABL阳性CML/ALL、ABL依赖血液肿瘤的疾病生物学成立，但不宜作为新颖优先假说，适合作为阳性或文献复现对照。,实验可行性通常较好，但主要价值是方法学/再发现对照；需避免把已知同类药理误判为新发现。,ABL1 kinase IC50/Kd或NanoBRET/SPR；细胞层面检测配体刺激后的pABL1/下游pERK、pAKT或靶底物剂量反应,同家族/广谱kinome panel、ATP竞争性、上游RTK旁路、细胞毒性和增殖非特异反筛,high,P0_control_only,control_only,存在同靶点家族/同药理类别泄漏风险。；疾病方向接近原标签或同治疗领域，老药新用价值需打折。；建议作为阳性/再发现或家族泄漏对照，不计入新颖优先发现。
strict895_0414,Palbociclib,TYK2,银屑病、特应性皮炎、JAK-STAT驱动皮肤炎症,机制较聚焦：TYK2与银屑病、特应性皮炎、JAK-STAT驱动皮肤炎症的病理轴一致，且该药-靶点假说可用直接engagement和功能readout验证，值得作为本块优先保留。,高到中高：可用成熟生化/结合实验和细胞p信号或活性读数确认target engagement。,TYK2 kinase IC50/Kd或NanoBRET/SPR；细胞层面检测配体刺激后的pTYK2/下游pERK、pAKT或靶底物剂量反应,同家族/广谱kinome panel、ATP竞争性、上游RTK旁路、细胞毒性和增殖非特异反筛,medium,P1_keep_high,keep_high,存在同靶点家族/同药理类别泄漏风险。；建议进入首批确认实验，但仍需先做选择性反筛。
strict895_0415,Ulipristal Acetate,HCN4,窦房结功能障碍、心率失常、心衰心率调节模型,机制中等可信：HCN4与窦房结功能障碍、心率失常、心衰心率调节模型匹配且有可实验验证的功能读数，但需先排除ConPLEx预测、同家族活性或原适应症方向带来的假阳性。,中等到中高：电生理可直接验证，但成本较高，需严格做hERG/同家族通道和膜扰动反筛。,HCN4手动/自动膜片钳剂量反应；必要时用电流-电压曲线和洗脱可逆性确认直接通道调节,hERG/KCNH2、SCN5A、同亚型通道panel，膜扰动、细胞毒性和非特异电生理伪影反筛,medium,P2_keep_medium,keep_medium,主要风险来自预测靶点需实验确认和疾病模型需进一步具体化。
strict895_0416,Afatinib Dimaleate,KDR,VEGFR2依赖肝癌、肺癌、血管生成型实体瘤,Afatinib Dimaleate-KDR有较强再发现/同方向或同家族风险；KDR与VEGFR2依赖肝癌、肺癌、血管生成型实体瘤的疾病生物学成立，但不宜作为新颖优先假说，适合作为阳性或文献复现对照。,实验可行性通常较好，但主要价值是方法学/再发现对照；需避免把已知同类药理误判为新发现。,KDR kinase IC50/Kd或NanoBRET/SPR；细胞层面检测配体刺激后的pKDR/下游pERK、pAKT或靶底物剂量反应,同家族/广谱kinome panel、ATP竞争性、上游RTK旁路、细胞毒性和增殖非特异反筛,high,P0_control_only,control_only,存在同靶点家族/同药理类别泄漏风险。；疾病方向接近原标签或同治疗领域，老药新用价值需打折。；建议作为阳性/再发现或家族泄漏对照，不计入新颖优先发现。
strict895_0417,Alpelisib,SLC34A2,SLC34A2高表达肺鳞癌/肺腺癌、子宫内膜癌,机制可检验但证据主要来自预测；SLC34A2与SLC34A2高表达肺鳞癌/肺腺癌、子宫内膜癌有一定生物学连接，当前药物-靶点关系、疾病具体化或同方向风险不足以直接进入高优先级。,中等到中高：摄取/外排实验可行，但底物选择、离子梯度、外排转运和细胞状态会显著影响读数。,SLC34A2钠依赖磷酸盐摄取实验；过表达细胞、空载体和低钠条件确认target engagement,SLC34A1/A3、其他阴离子/磷酸盐转运体，培养基磷酸盐、外排转运、底物读数干扰和细胞毒性反筛,high,P3_review_low,review_low,疾病方向接近原标签或同治疗领域，老药新用价值需打折。；SLC34A2读数强依赖钠/磷酸盐条件，肿瘤表型容易被细胞状态混淆。
strict895_0418,Abiraterone Acetate,KCND3,室性/房性心律失常、心衰复极异常模型,机制较聚焦：KCND3与室性/房性心律失常、心衰复极异常模型的病理轴一致，且该药-靶点假说可用直接engagement和功能readout验证，值得作为本块优先保留。,中等到中高：电生理可直接验证，但成本较高，需严格做hERG/同家族通道和膜扰动反筛。,KCND3手动/自动膜片钳剂量反应；必要时用电流-电压曲线和洗脱可逆性确认直接通道调节,hERG/KCNH2、SCN5A、同亚型通道panel，膜扰动、细胞毒性和非特异电生理伪影反筛,medium,P1_keep_high,keep_high,本地PubMed审计未见已报道线索，若验证阳性有一定新颖性。；药内排名靠后，优先级下降。；原自动lane按转运体处理不合适，应改为Kv4.3电生理。；建议进入首批确认实验，但仍需先做选择性反筛。
strict895_0419,Etravirine,DDR2,DDR2突变肺鳞癌、GIST或胶原-基质依赖肿瘤,机制中等可信：DDR2与DDR2突变肺鳞癌、GIST或胶原-基质依赖肿瘤匹配且有可实验验证的功能读数，但需先排除ConPLEx预测、同家族活性或原适应症方向带来的假阳性。,高到中高：可用成熟生化/结合实验和细胞p信号或活性读数确认target engagement。,DDR2 kinase IC50/Kd或NanoBRET/SPR；细胞层面检测配体刺激后的pDDR2/下游pERK、pAKT或靶底物剂量反应,同家族/广谱kinome panel、ATP竞争性、上游RTK旁路、细胞毒性和增殖非特异反筛,medium,P2_keep_medium,keep_medium,主要风险来自预测靶点需实验确认和疾病模型需进一步具体化。
strict895_0420,Atropine,SLC6A1,GABA转运异常癫痫、神经兴奋性异常；神经退行性模型仅探索,机制中等可信：SLC6A1与GABA转运异常癫痫、神经兴奋性异常；神经退行性模型仅探索匹配且有可实验验证的功能读数，但需先排除ConPLEx预测、同家族活性或原适应症方向带来的假阳性。,中等到中高：摄取/外排实验可行，但底物选择、离子梯度、外排转运和细胞状态会显著影响读数。,SLC6A1过表达细胞或神经元GABA摄取IC50；Na+/Cl-依赖性和洗脱可逆性确认,SLC6A2/3/4和其他GABA/氨基酸转运体，膜电位/离子梯度、P-gp/BCRP外排和细胞毒性反筛,medium,P2_keep_medium,keep_medium,本地PubMed审计未见已报道线索，若验证阳性有一定新颖性。；疾病方向接近原标签或同治疗领域，老药新用价值需打折。
strict895_0421,Ulipristal Acetate,KCND3,室性/房性心律失常、心衰复极异常模型,机制可检验但证据主要来自预测；KCND3与室性/房性心律失常、心衰复极异常模型有一定生物学连接，当前药物-靶点关系、疾病具体化或同方向风险不足以直接进入高优先级。,中等到中高：电生理可直接验证，但成本较高，需严格做hERG/同家族通道和膜扰动反筛。,KCND3手动/自动膜片钳剂量反应；必要时用电流-电压曲线和洗脱可逆性确认直接通道调节,hERG/KCNH2、SCN5A、同亚型通道panel，膜扰动、细胞毒性和非特异电生理伪影反筛,high,P3_review_low,review_low,原自动lane按转运体处理不合适，应改为Kv4.3电生理。
strict895_0422,Fosaprepitant Dimeglumine,TOP1,TOP1依赖结直肠癌、AML、消化道肿瘤,机制可检验但证据主要来自预测；TOP1与TOP1依赖结直肠癌、AML、消化道肿瘤有一定生物学连接，当前药物-靶点关系、疾病具体化或同方向风险不足以直接进入高优先级。,高到中高：可用成熟生化/结合实验和细胞p信号或活性读数确认target engagement。,TOP1 DNA relaxation/cleavable complex assay；细胞γH2AX和TOP1-DNA复合物确认,TOP2、DNA嵌入/损伤、复制压力、非特异细胞毒性反筛,high,P3_review_low,review_low,疾病方向接近原标签或同治疗领域，老药新用价值需打折。；ConPLEx分数偏低，必须正交验证。
strict895_0423,Bicalutamide,PTPN11,SHP2依赖RTK/RAS通路肿瘤，如NSCLC、AML/JMML、胃肠道肿瘤,机制中等可信：PTPN11与SHP2依赖RTK/RAS通路肿瘤，如NSCLC、AML/JMML、胃肠道肿瘤匹配且有可实验验证的功能读数，但需先排除ConPLEx预测、同家族活性或原适应症方向带来的假阳性。,高到中高：可用成熟生化/结合实验和细胞p信号或活性读数确认target engagement。,SHP2 allosteric/catalytic phosphatase assay、SPR/DSF；细胞pERK和RTK刺激-救援实验,PTP家族选择性、还原/氧化/巯基反应、磷酸酶底物干扰和细胞毒性反筛,medium,P2_keep_medium,keep_medium,本地PubMed审计未见已报道线索，若验证阳性有一定新颖性。；疾病方向接近原标签或同治疗领域，老药新用价值需打折。
strict895_0424,Palonosetron Hydrochloride,KCNK3,肺动脉高压、右心室肥厚/失代偿心衰模型,机制较聚焦：KCNK3与肺动脉高压、右心室肥厚/失代偿心衰模型的病理轴一致，且该药-靶点假说可用直接engagement和功能readout验证，值得作为本块优先保留。,中等到中高：电生理可直接验证，但成本较高，需严格做hERG/同家族通道和膜扰动反筛。,KCNK3手动/自动膜片钳剂量反应；必要时用电流-电压曲线和洗脱可逆性确认直接通道调节,hERG/KCNH2、SCN5A、同亚型通道panel，膜扰动、细胞毒性和非特异电生理伪影反筛,medium,P1_keep_high,keep_high,本地PubMed审计未见已报道线索，若验证阳性有一定新颖性。；存在同靶点家族/同药理类别泄漏风险。；建议进入首批确认实验，但仍需先做选择性反筛。
strict895_0425,Belinostat,SLC6A4,SERT表达神经内分泌/肺癌或头颈鳞癌，证据探索性,机制链条偏弱或不可优先：SLC6A4与SERT表达神经内分泌/肺癌或头颈鳞癌，证据探索性的关系不够支持该药直接作用，且存在靶点难成药、疾病方向泛化或药物本身药理混杂。,可做初筛但不建议投入主线资源；除非低成本正交实验出现清晰剂量依赖，否则不推进。,SERT/SLC6A4 5-HT摄取或结合实验；过表达与空载体细胞并行验证,SLC6A1/2/3选择性、VMAT/受体结合、底物荧光/放射性干扰、外排和细胞毒性反筛,high,P4_deprioritize,deprioritize,疾病方向接近原标签或同治疗领域，老药新用价值需打折。；SERT肿瘤方向证据较探索，需证明不是一般神经递质/膜转运干扰。；不建议进入主筛选列表。
strict895_0426,Vismodegib,PTGS2,COX-2高表达结直肠癌、口腔鳞癌、炎症性肿瘤微环境,Vismodegib-PTGS2有较强再发现/同方向或同家族风险；PTGS2与COX-2高表达结直肠癌、口腔鳞癌、炎症性肿瘤微环境的疾病生物学成立，但不宜作为新颖优先假说，适合作为阳性或文献复现对照。,实验可行性通常较好，但主要价值是方法学/再发现对照；需避免把已知同类药理误判为新发现。,COX-2酶活/PGE2释放剂量反应；炎症刺激细胞中COX-2 engagement验证,COX-1选择性、花生四烯酸底物干扰、抗氧化/还原干扰和细胞毒性反筛,high,P0_control_only,control_only,本地状态提示已有老药新靶文献线索，创新性折扣。；疾病方向接近原标签或同治疗领域，老药新用价值需打折。；建议作为阳性/再发现或家族泄漏对照，不计入新颖优先发现。
strict895_0427,Obeticholic Acid,HCN4,窦房结功能障碍、心率失常、心衰心率调节模型,机制中等可信：HCN4与窦房结功能障碍、心率失常、心衰心率调节模型匹配且有可实验验证的功能读数，但需先排除ConPLEx预测、同家族活性或原适应症方向带来的假阳性。,中等到中高：电生理可直接验证，但成本较高，需严格做hERG/同家族通道和膜扰动反筛。,HCN4手动/自动膜片钳剂量反应；必要时用电流-电压曲线和洗脱可逆性确认直接通道调节,hERG/KCNH2、SCN5A、同亚型通道panel，膜扰动、细胞毒性和非特异电生理伪影反筛,medium,P2_keep_medium,keep_medium,药内排名靠后，优先级下降。
strict895_0428,Ribociclib Succinate,FYN,SRC家族依赖白血病/淋巴瘤、AML/T细胞白血病；实体瘤为次级,机制可检验但证据主要来自预测；FYN与SRC家族依赖白血病/淋巴瘤、AML/T细胞白血病；实体瘤为次级有一定生物学连接，当前药物-靶点关系、疾病具体化或同方向风险不足以直接进入高优先级。,高到中高：可用成熟生化/结合实验和细胞p信号或活性读数确认target engagement。,FYN kinase IC50/Kd或NanoBRET/SPR；细胞层面检测配体刺激后的pFYN/下游pERK、pAKT或靶底物剂量反应,同家族/广谱kinome panel、ATP竞争性、上游RTK旁路、细胞毒性和增殖非特异反筛,high,P3_review_low,review_low,本地PubMed审计未见已报道线索，若验证阳性有一定新颖性。；存在同靶点家族/同药理类别泄漏风险。；疾病方向接近原标签或同治疗领域，老药新用价值需打折。
strict895_0429,Ripretinib,KCND3,室性/房性心律失常、心衰复极异常模型,机制可检验但证据主要来自预测；KCND3与室性/房性心律失常、心衰复极异常模型有一定生物学连接，当前药物-靶点关系、疾病具体化或同方向风险不足以直接进入高优先级。,中等到中高：电生理可直接验证，但成本较高，需严格做hERG/同家族通道和膜扰动反筛。,KCND3手动/自动膜片钳剂量反应；必要时用电流-电压曲线和洗脱可逆性确认直接通道调节,hERG/KCNH2、SCN5A、同亚型通道panel，膜扰动、细胞毒性和非特异电生理伪影反筛,high,P3_review_low,review_low,原自动lane按转运体处理不合适，应改为Kv4.3电生理。
strict895_0430,Regorafenib,PDGFRB,PDGFRB依赖白血病、神经内分泌癌、乳腺癌基质/血管模型,Regorafenib-PDGFRB有较强再发现/同方向或同家族风险；PDGFRB与PDGFRB依赖白血病、神经内分泌癌、乳腺癌基质/血管模型的疾病生物学成立，但不宜作为新颖优先假说，适合作为阳性或文献复现对照。,实验可行性通常较好，但主要价值是方法学/再发现对照；需避免把已知同类药理误判为新发现。,PDGFRB kinase IC50/Kd或NanoBRET/SPR；细胞层面检测配体刺激后的pPDGFRB/下游pERK、pAKT或靶底物剂量反应,同家族/广谱kinome panel、ATP竞争性、上游RTK旁路、细胞毒性和增殖非特异反筛,high,P0_control_only,control_only,存在同靶点家族/同药理类别泄漏风险。；疾病方向接近原标签或同治疗领域，老药新用价值需打折。；建议作为阳性/再发现或家族泄漏对照，不计入新颖优先发现。
strict895_0431,Ledipasvir,BRAF,BRAF V600突变黑色素瘤、结直肠癌、甲状腺癌,机制可检验但证据主要来自预测；BRAF与BRAF V600突变黑色素瘤、结直肠癌、甲状腺癌有一定生物学连接，当前药物-靶点关系、疾病具体化或同方向风险不足以直接进入高优先级。,高到中高：可用成熟生化/结合实验和细胞p信号或活性读数确认target engagement。,BRAF kinase IC50/Kd或NanoBRET/SPR；细胞层面检测配体刺激后的pBRAF/下游pERK、pAKT或靶底物剂量反应,同家族/广谱kinome panel、ATP竞争性、上游RTK旁路、细胞毒性和增殖非特异反筛,high,P3_review_low,review_low,药内排名靠后，优先级下降。
strict895_0432,Abacavir Sulfate,CCND1,CCND1扩增ER+乳腺癌、套细胞淋巴瘤、结直肠癌,机制链条偏弱或不可优先：CCND1与CCND1扩增ER+乳腺癌、套细胞淋巴瘤、结直肠癌的关系不够支持该药直接作用，且存在靶点难成药、疾病方向泛化或药物本身药理混杂。,可做初筛但不建议投入主线资源；除非低成本正交实验出现清晰剂量依赖，否则不推进。,Cyclin D1-CDK4/6复合物SPR/CETSA及体外pRb激酶读数；同步检测Cyclin D1蛋白稳定性,CDK4/6直接抑制、广谱细胞周期阻滞、蛋白降解/蛋白酶体效应和细胞毒性反筛,high,P4_deprioritize,deprioritize,ConPLEx分数偏低，必须正交验证。；药内排名靠后，优先级下降。；CCND1更像通路/复合物依赖靶点，直接小分子结合难，pRb下降不能单独证明engagement。；不建议进入主筛选列表。
strict895_0433,Atazanavir Sulfate,SLC34A2,SLC34A2高表达肺鳞癌/肺腺癌、子宫内膜癌,机制中等可信：SLC34A2与SLC34A2高表达肺鳞癌/肺腺癌、子宫内膜癌匹配且有可实验验证的功能读数，但需先排除ConPLEx预测、同家族活性或原适应症方向带来的假阳性。,中等到中高：摄取/外排实验可行，但底物选择、离子梯度、外排转运和细胞状态会显著影响读数。,SLC34A2钠依赖磷酸盐摄取实验；过表达细胞、空载体和低钠条件确认target engagement,SLC34A1/A3、其他阴离子/磷酸盐转运体，培养基磷酸盐、外排转运、底物读数干扰和细胞毒性反筛,medium,P2_keep_medium,keep_medium,药内排名靠后，优先级下降。；SLC34A2读数强依赖钠/磷酸盐条件，肿瘤表型容易被细胞状态混淆。
