review_id,drug_name,target_gene,final_candidate_diseases_zh,final_mechanism_assessment_zh,final_feasibility_assessment_zh,assay_recommendation_zh,counterscreen_recommendation_zh,risk_level,priority_after_agent,agent_decision,agent_notes_zh
strict895_0564,Larotrectinib Sulfate,MAPK3,胰腺导管腺癌、乳腺癌；ERK1/MAPK 依赖实体瘤,机制审计：中等优先保留。MAPK3/ERK1 是 MAPK 级联核心节点，胰腺癌和乳腺癌机制合理但高度易被广谱抗增殖解释。drug-target-disease 链条有合理 biological story，但同家族或同方向风险需要用正交实验拆开。 child OT 最佳疾病为 breast carcinoma（score=0.111）。,实验可行性高：酶活/结合和细胞 phospho biomarker 都可建立；关键是证明选择性和疾病细胞窗口。,MAPK3 重组激酶酶活 IC50/Kd 或 NanoBRET/CETSA/SPR/DSF 结合；细胞层面测对应 phospho-substrate 和下游 pERK/pAKT/pSTAT/pSMAD 剂量反应。,广谱 kinome panel、近缘 kinase/ATP 竞争、原药物靶点 panel、细胞毒性/增殖非特异和荧光/发光干扰反筛。,中高,P2_keep_medium,keep_medium,"建议保留到二线验证，先确认 target engagement 和选择性。 审计依据：child OT=breast carcinoma(0.111), ConPLEx=0.563/rank3; literature_status=unreported_in_local_pubmed_audit. 主要风险：同靶点家族/选择性泄漏风险；同标签或同治疗方向 novelty 折扣；同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱。"
strict895_0565,Siponimod,NFE2L2,食管腺癌、MASH/氧化应激或银屑病；仅作 Nrf2 通路 reporter 探索,机制审计：建议降级。NFE2L2/Nrf2 是氧化应激转录通路节点，不是常规直接结合小分子靶点，reporter 阳性需要高度谨慎。但该 drug-target-disease 链条缺少足够直接性，或更像安全性/原药理/通路下游信号。 child OT 最佳疾病为 esophageal adenocarcinoma（score=0.373）。,可行性低：可做 reporter 或下游 biomarker，但无法证明直接小分子结合，主效应很可能来自细胞应激/原药理。,ARE-luciferase、NQO1/HO-1/GCLC mRNA/蛋白和 Nrf2 核转位；仅作为通路 readout，不能单独证明直接结合。,DNA 损伤、细胞毒性/细胞周期停滞、广谱转录改变、荧光素酶/发光干扰和原药理通路反筛；阳性不能单独视为直接 engagement。,高,P4_deprioritize,deprioritize,"不建议进入主候选列表，除非新增强直接结合或疾病模型证据。 审计依据：child OT=esophageal adenocarcinoma(0.373), ConPLEx=0.275/rank96; literature_status=not_audited_in_local_literature_table. 主要风险：靶点更偏通路/转录调控，直接小分子结合验证难度较高；reporter 易受广谱转录、细胞毒性和荧光素酶干扰影响；Nrf2/ARE reporter 只能作为通路 readout。"
strict895_0566,Larotrectinib Sulfate,TYK2,银屑病（Open Targets child 明确优先）；鼻咽癌/前列腺癌仅作低优先级探索,机制审计：优先保留。TYK2 连接 IL-12/IL-23/IFN 信号，银屑病 child OT 遗传和临床证据都强，疾病选择明确。child OT 和靶点生物学共同支持具体病种，适合进入首轮正交验证。 child OT 最佳疾病为 psoriasis（score=0.722）。,实验可行性高：酶活/结合和细胞 phospho biomarker 都可建立；关键是证明选择性和疾病细胞窗口。,TYK2 重组激酶酶活 IC50/Kd 或 NanoBRET/CETSA/SPR/DSF 结合；细胞层面测对应 phospho-substrate 和下游 pERK/pAKT/pSTAT/pSMAD 剂量反应。,广谱 kinome panel、近缘 kinase/ATP 竞争、原药物靶点 panel、细胞毒性/增殖非特异和荧光/发光干扰反筛。,中高,P1_keep_high,keep_high,"建议进入首轮小规模正交验证。 审计依据：child OT=psoriasis(0.722), ConPLEx=0.478/rank42; literature_status=not_audited_in_local_literature_table. 主要风险：同靶点家族/选择性泄漏风险；同标签或同治疗方向 novelty 折扣；同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱。"
strict895_0567,Bosutinib Monohydrate,PTK6,食管鳞癌、乳腺癌、口腔鳞癌,机制审计：中等优先保留。PTK6 与上皮肿瘤增殖、迁移和乳腺/食管鳞癌有关，kinase biology 可测但同类 TKI 风险存在。drug-target-disease 链条有合理 biological story，但同家族或同方向风险需要用正交实验拆开。 child OT 最佳疾病为 esophageal squamous cell carcinoma（score=0.294）。,实验可行性高：酶活/结合和细胞 phospho biomarker 都可建立；关键是证明选择性和疾病细胞窗口。,PTK6 重组激酶酶活 IC50/Kd 或 NanoBRET/CETSA/SPR/DSF 结合；细胞层面测对应 phospho-substrate 和下游 pERK/pAKT/pSTAT/pSMAD 剂量反应。,广谱 kinome panel、近缘 kinase/ATP 竞争、原药物靶点 panel、细胞毒性/增殖非特异和荧光/发光干扰反筛。,中高,P2_keep_medium,keep_medium,"建议保留到二线验证，先确认 target engagement 和选择性。 审计依据：child OT=esophageal squamous cell carcinoma(0.294), ConPLEx=0.404/rank34; literature_status=not_audited_in_local_literature_table. 主要风险：同靶点家族/选择性泄漏风险；同标签或同治疗方向 novelty 折扣；同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱。"
strict895_0568,Mifepristone,TP53,银屑病/DNA 损伤通路模型；不建议作为直接 TP53 新用途,机制审计：建议降级。TP53 是通路/转录和 DNA 损伤枢纽，直接小分子 engagement 难，皮肤炎症信号更可能是应激或原药理下游结果。但该 drug-target-disease 链条缺少足够直接性，或更像安全性/原药理/通路下游信号。 child OT 最佳疾病为 psoriasis（score=0.099）。,可行性低：可做 reporter 或下游 biomarker，但无法证明直接小分子结合，主效应很可能来自细胞应激/原药理。,p53 reporter、p21/MDM2 和 γH2AX/细胞周期 readout 仅作机制排查；不建议作为直接 target-engagement 主 assay。,DNA 损伤、细胞毒性/细胞周期停滞、广谱转录改变、荧光素酶/发光干扰和原药理通路反筛；阳性不能单独视为直接 engagement。,高,P4_deprioritize,deprioritize,"不建议进入主候选列表，除非新增强直接结合或疾病模型证据。 审计依据：child OT=psoriasis(0.099), ConPLEx=0.415/rank56; literature_status=not_audited_in_local_literature_table. 主要风险：同靶点家族/选择性泄漏风险；靶点更偏通路/转录调控，直接小分子结合验证难度较高；reporter 易受广谱转录、细胞毒性和荧光素酶干扰影响；同靶点家族可能存在机制泄漏/选择性不足；TP53 不适合作为常规直接结合小分子靶点。"
strict895_0569,Lapatinib Ditosylate,KIT,黑色素瘤（Open Targets child）、GIST/肥大细胞或 KIT 依赖肿瘤,机制审计：低优先级可审。KIT 是造血/黑色素细胞 RTK，黑色素瘤和 GIST 生物学明确，但同方向 TKI novelty 低。机制故事可讲，但当前证据主要来自计算预测、签名或低分 child OT，需先证明真实 target engagement。 child OT 最佳疾病为 melanoma（score=0.477）。,实验可行性高：酶活/结合和细胞 phospho biomarker 都可建立；关键是证明选择性和疾病细胞窗口。,KIT 重组激酶酶活 IC50/Kd 或 NanoBRET/CETSA/SPR/DSF 结合；细胞层面测对应 phospho-substrate 和下游 pERK/pAKT/pSTAT/pSMAD 剂量反应。,广谱 kinome panel、近缘 kinase/ATP 竞争、原药物靶点 panel、细胞毒性/增殖非特异和荧光/发光干扰反筛。 对 RTK/血管生成靶点需加 VEGFR/PDGFR/KIT/FGFR 家族选择性。,中高,P3_review_low,review_low,"可做低成本确认，但不应占用首轮优先资源。 审计依据：child OT=melanoma(0.477), ConPLEx=0.308/rank4; literature_status=not_audited_in_local_literature_table. 主要风险：同靶点家族/选择性泄漏风险；同标签或同治疗方向 novelty 折扣；同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱。"
strict895_0570,Obeticholic Acid,PPARG,乳腺癌/导管原位癌；PPARG 代谢-分化相关乳腺癌模型,机制审计：低优先级可审。PPARG 可影响脂代谢、分化和肿瘤代谢状态，乳腺癌文献信号强但临床/遗传证据有限。机制故事可讲，但当前证据主要来自计算预测、签名或低分 child OT，需先证明真实 target engagement。 child OT 最佳疾病为 breast carcinoma（score=0.308）。,实验可行性中：reporter 和配体结合 assay 可快速验证，但需正交靶基因和受体选择性排除 reporter 假阳性。,PPARG Gal4/PPRE reporter、TR-FRET 共激活因子招募和 ligand-binding/NanoBRET；细胞测 ADIPOQ/FABP4 等靶基因。,同家族核受体选择性、广谱转录、细胞毒性、荧光素酶/荧光干扰、原药理受体和激素/维甲酸通路反筛。,中高,P3_review_low,review_low,"可做低成本确认，但不应占用首轮优先资源。 审计依据：child OT=breast carcinoma(0.308), ConPLEx=0.333/rank62; literature_status=not_audited_in_local_literature_table. 主要风险：同靶点家族/选择性泄漏风险；同靶点家族可能存在机制泄漏/选择性不足。"
strict895_0571,Larotrectinib Sulfate,PRKCB,弥漫大 B 细胞淋巴瘤（Open Targets child 优先）、CLL/CML/多发性骨髓瘤,机制审计：中等优先保留。PRKCB 参与 BCR/PKC 信号和淋巴瘤生存，DLBCL/CLL 等血液肿瘤模型比泛实体瘤更合理。drug-target-disease 链条有合理 biological story，但同家族或同方向风险需要用正交实验拆开。 child OT 最佳疾病为 diffuse large B-cell lymphoma（score=0.361）。,实验可行性高：酶活/结合和细胞 phospho biomarker 都可建立；关键是证明选择性和疾病细胞窗口。,PRKCB 重组激酶酶活 IC50/Kd 或 NanoBRET/CETSA/SPR/DSF 结合；细胞层面测对应 phospho-substrate 和下游 pERK/pAKT/pSTAT/pSMAD 剂量反应。,广谱 kinome panel、近缘 kinase/ATP 竞争、原药物靶点 panel、细胞毒性/增殖非特异和荧光/发光干扰反筛。,中高,P2_keep_medium,keep_medium,"建议保留到二线验证，先确认 target engagement 和选择性。 审计依据：child OT=diffuse large B-cell lymphoma(0.361), ConPLEx=0.491/rank34; literature_status=unreported_in_local_pubmed_audit. 主要风险：同靶点家族/选择性泄漏风险；同标签或同治疗方向 novelty 折扣；同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱。"
strict895_0572,Neratinib Maleate,PDGFRB,乳腺癌（Open Targets child）、肺腺癌/胰腺导管腺癌；肿瘤基质/血管周细胞模型,机制审计：中等优先保留。PDGFRB 与肿瘤基质、血管周细胞和血管生成相关，乳腺癌/胰腺癌模型合理但 TKI 家族选择性需严格确认。drug-target-disease 链条有合理 biological story，但同家族或同方向风险需要用正交实验拆开。 child OT 最佳疾病为 breast cancer（score=0.428）。,实验可行性高：酶活/结合和细胞 phospho biomarker 都可建立；关键是证明选择性和疾病细胞窗口。,PDGFRB 重组激酶酶活 IC50/Kd 或 NanoBRET/CETSA/SPR/DSF 结合；细胞层面测对应 phospho-substrate 和下游 pERK/pAKT/pSTAT/pSMAD 剂量反应。,广谱 kinome panel、近缘 kinase/ATP 竞争、原药物靶点 panel、细胞毒性/增殖非特异和荧光/发光干扰反筛。 对 RTK/血管生成靶点需加 VEGFR/PDGFR/KIT/FGFR 家族选择性。,中高,P2_keep_medium,keep_medium,"建议保留到二线验证，先确认 target engagement 和选择性。 审计依据：child OT=breast cancer(0.428), ConPLEx=0.418/rank7; literature_status=not_audited_in_local_literature_table. 主要风险：同靶点家族/选择性泄漏风险；同标签或同治疗方向 novelty 折扣；同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱。"
strict895_0573,Selpercatinib,CHEK2,乳腺癌（Open Targets child/遗传证据强）、黑色素瘤/肝细胞癌为次级,机制审计：优先保留。CHEK2 是 DNA 损伤检查点 kinase，乳腺癌 child OT 遗传和文献证据强，适合先验证直接 kinase engagement。child OT 和靶点生物学共同支持具体病种，适合进入首轮正交验证。 child OT 最佳疾病为 breast carcinoma（score=0.709）。,实验可行性高：酶活/结合和细胞 phospho biomarker 都可建立；关键是证明选择性和疾病细胞窗口。,CHEK2 重组激酶酶活 IC50/Kd 或 NanoBRET/CETSA/SPR/DSF 结合；细胞层面测对应 phospho-substrate 和下游 pERK/pAKT/pSTAT/pSMAD 剂量反应。,广谱 kinome panel、近缘 kinase/ATP 竞争、原药物靶点 panel、细胞毒性/增殖非特异和荧光/发光干扰反筛。,中,P1_keep_high,keep_high,"建议进入首轮小规模正交验证。 审计依据：child OT=breast carcinoma(0.709), ConPLEx=0.546/rank32; literature_status=unreported_in_local_pubmed_audit. 主要风险：同靶点家族/选择性泄漏风险；同标签或同治疗方向 novelty 折扣；同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱。"
strict895_0574,Bosutinib Monohydrate,EPHA3,肝细胞癌；EPHA3 依赖肿瘤血管/侵袭模型,机制审计：优先保留。EPHA3 介导 Eph 受体肿瘤侵袭/血管信号，HCC 模型和高 ConPLEx 使其值得正交确认。child OT 和靶点生物学共同支持具体病种，适合进入首轮正交验证。 child OT 最佳疾病为 hepatocellular carcinoma（score=0.214）。,实验可行性高：酶活/结合和细胞 phospho biomarker 都可建立；关键是证明选择性和疾病细胞窗口。,EPHA3 重组激酶酶活 IC50/Kd 或 NanoBRET/CETSA/SPR/DSF 结合；细胞层面测对应 phospho-substrate 和下游 pERK/pAKT/pSTAT/pSMAD 剂量反应。,广谱 kinome panel、近缘 kinase/ATP 竞争、原药物靶点 panel、细胞毒性/增殖非特异和荧光/发光干扰反筛。 对 RTK/血管生成靶点需加 VEGFR/PDGFR/KIT/FGFR 家族选择性。,中,P1_keep_high,keep_high,"建议进入首轮小规模正交验证。 审计依据：child OT=hepatocellular carcinoma(0.214), ConPLEx=0.825/rank7; literature_status=unreported_in_local_pubmed_audit. 主要风险：同靶点家族/选择性泄漏风险；同标签或同治疗方向 novelty 折扣；同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱。"
strict895_0575,Selpercatinib,MAP2K2,胃癌、乳腺癌；MEK2/MAPK 依赖实体瘤,机制审计：中等优先保留。MAP2K2/MEK2 是 MAPK 通路核心 kinase，胃癌/乳腺癌模型可行但同方向抗肿瘤创新性一般。drug-target-disease 链条有合理 biological story，但同家族或同方向风险需要用正交实验拆开。 child OT 最佳疾病为 breast carcinoma（score=0.285）。,实验可行性高：酶活/结合和细胞 phospho biomarker 都可建立；关键是证明选择性和疾病细胞窗口。,MAP2K2 重组激酶酶活 IC50/Kd 或 NanoBRET/CETSA/SPR/DSF 结合；细胞层面测对应 phospho-substrate 和下游 pERK/pAKT/pSTAT/pSMAD 剂量反应。,广谱 kinome panel、近缘 kinase/ATP 竞争、原药物靶点 panel、细胞毒性/增殖非特异和荧光/发光干扰反筛。,中高,P2_keep_medium,keep_medium,"建议保留到二线验证，先确认 target engagement 和选择性。 审计依据：child OT=breast carcinoma(0.285), ConPLEx=0.563/rank24; literature_status=unreported_in_local_pubmed_audit. 主要风险：同靶点家族/选择性泄漏风险；同标签或同治疗方向 novelty 折扣；同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱。"
strict895_0576,Rolapitant Hydrochloride,SCN5A,心律失常（Open Targets child 优先）、传导异常；心肌肥厚/扩张型心肌病仅作次级模型,机制审计：建议降级。SCN5A/Nav1.5 与心律失常和传导异常有很强遗传/临床证据，但治疗用途和安全 liability 需要分开解释。但该 drug-target-disease 链条缺少足够直接性，或更像安全性/原药理/通路下游信号。 child OT 最佳疾病为 cardiac arrhythmia（score=0.786）。,技术上可用膜片钳验证，但治疗场景、暴露或安全窗口不支持作为主 repurposing 项目。,SCN5A/Nav1.5 自动膜片钳测峰电流、失活/恢复动力学和 use-dependence；在心肌细胞或表达细胞中做剂量反应。,hERG/KCNH2、SCN5A/Nav 家族、K/Ca 通道 panel、膜扰动、细胞毒性、溶剂/渗透压效应反筛；CNS 适应症还需暴露/BBB 风险评估。,高,P4_deprioritize,deprioritize,"不建议进入主候选列表，除非新增强直接结合或疾病模型证据。 审计依据：child OT=cardiac arrhythmia(0.786), ConPLEx=0.208/rank99; literature_status=not_audited_in_local_literature_table. 主要风险：离子通道实验成本较高，需安全性通道反筛。"
strict895_0577,Rocuronium Bromide,SCN3A,癫痫（Open Targets child 优先）、帕金森病/神经兴奋性表型,机制审计：建议降级。SCN3A/Nav1.3 与癫痫 child OT 证据强，但非 CNS 药物或已知抗癫痫药需要按对照/暴露限制处理。但该 drug-target-disease 链条缺少足够直接性，或更像安全性/原药理/通路下游信号。 child OT 最佳疾病为 epilepsy（score=0.752）。,技术上可用膜片钳验证，但治疗场景、暴露或安全窗口不支持作为主 repurposing 项目。,SCN3A/Nav1.3 自动膜片钳为主，辅以电压敏感染料或神经元兴奋性 readout；必须做浓度-效应。,hERG/KCNH2、SCN5A/Nav 家族、K/Ca 通道 panel、膜扰动、细胞毒性、溶剂/渗透压效应反筛；CNS 适应症还需暴露/BBB 风险评估。,高,P4_deprioritize,deprioritize,"不建议进入主候选列表，除非新增强直接结合或疾病模型证据。 审计依据：child OT=epilepsy(0.752), ConPLEx=0.275/rank30; literature_status=not_audited_in_local_literature_table. 主要风险：同标签或同治疗方向 novelty 折扣；离子通道实验成本较高，需安全性通道反筛；疾病方向接近原适应症，老药新用 novelty 较弱。"
strict895_0578,Regorafenib,FLT1,结直肠癌血管生成模型；蛋白尿性 CKD/肾小球内皮损伤仅作低优先级探索,机制审计：低优先级可审。FLT1/VEGFR1 与血管生成和内皮功能相关，实体瘤血管生成故事合理但 child OT 具体疾病分数很低。机制故事可讲，但当前证据主要来自计算预测、签名或低分 child OT，需先证明真实 target engagement。 child OT 最佳疾病为 chronic kidney disease（score=0.038）。,实验可行性高：酶活/结合和细胞 phospho biomarker 都可建立；关键是证明选择性和疾病细胞窗口。,FLT1 重组激酶酶活 IC50/Kd 或 NanoBRET/CETSA/SPR/DSF 结合；细胞层面测对应 phospho-substrate 和下游 pERK/pAKT/pSTAT/pSMAD 剂量反应。,广谱 kinome panel、近缘 kinase/ATP 竞争、原药物靶点 panel、细胞毒性/增殖非特异和荧光/发光干扰反筛。 对 RTK/血管生成靶点需加 VEGFR/PDGFR/KIT/FGFR 家族选择性。,中高,P3_review_low,review_low,"可做低成本确认，但不应占用首轮优先资源。 审计依据：child OT=chronic kidney disease(0.038), ConPLEx=0.332/rank9; literature_status=not_audited_in_local_literature_table. 主要风险：同靶点家族/选择性泄漏风险；同标签或同治疗方向 novelty 折扣；同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱。"
strict895_0579,Selpercatinib,AKT2,乳腺癌（Open Targets child 优先）、结直肠癌；PI3K/AKT 依赖实体瘤,机制审计：中等优先保留。AKT2 是 PI3K/AKT 生存和代谢轴成员，乳腺癌 child OT 有临床和文献支持，结直肠癌可作次级实体瘤模型。drug-target-disease 链条有合理 biological story，但同家族或同方向风险需要用正交实验拆开。 child OT 最佳疾病为 breast cancer（score=0.573）。,实验可行性高：酶活/结合和细胞 phospho biomarker 都可建立；关键是证明选择性和疾病细胞窗口。,AKT2 重组激酶酶活 IC50/Kd 或 NanoBRET/CETSA/SPR/DSF 结合；细胞层面测对应 phospho-substrate 和下游 pERK/pAKT/pSTAT/pSMAD 剂量反应。,广谱 kinome panel、近缘 kinase/ATP 竞争、原药物靶点 panel、细胞毒性/增殖非特异和荧光/发光干扰反筛。,中高,P2_keep_medium,keep_medium,"建议保留到二线验证，先确认 target engagement 和选择性。 审计依据：child OT=breast cancer(0.573), ConPLEx=0.565/rank22; literature_status=unreported_in_local_pubmed_audit. 主要风险：同靶点家族/选择性泄漏风险；同标签或同治疗方向 novelty 折扣；同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱。"
strict895_0580,Doravirine,CASP8,乳腺癌（Open Targets child）、胰腺导管腺癌、T 细胞白血病/LGLL,机制审计：低优先级可审。CASP8 是外源性凋亡通路核心半胱天冬酶，可连接肿瘤细胞死亡和免疫逃逸，但细胞死亡 readout 很容易被非特异毒性混淆。机制故事可讲，但当前证据主要来自计算预测、签名或低分 child OT，需先证明真实 target engagement。 child OT 最佳疾病为 breast carcinoma（score=0.348）。,实验可行性中高：可用酶活/结合 assay 直接验证，阳性后再用疾病细胞模型确认功能窗口。,CASP8 重组酶 FRET/发光底物活性、活性位点竞争/DSF/SPR；细胞中测 cleaved CASP8、PARP 和 death receptor 依赖性。,同酶家族选择性、PAINS/聚集体、金属螯合/还原氧化、荧光/发光干扰、细胞毒性和原药理靶点反筛。,中高,P3_review_low,review_low,"可做低成本确认，但不应占用首轮优先资源。 审计依据：child OT=breast carcinoma(0.348), ConPLEx=0.273/rank98; literature_status=not_audited_in_local_literature_table. 主要风险：主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化。"
strict895_0581,Doravirine And Islatravir,CASP8,乳腺癌（Open Targets child）、胰腺导管腺癌、T 细胞白血病/LGLL,机制审计：建议降级。CASP8 是外源性凋亡通路核心半胱天冬酶，可连接肿瘤细胞死亡和免疫逃逸，但细胞死亡 readout 很容易被非特异毒性混淆。但该 drug-target-disease 链条缺少足够直接性，或更像安全性/原药理/通路下游信号。 child OT 最佳疾病为 breast carcinoma（score=0.348）。,技术上可做初筛，但 child disease 支持、药物-靶点可信度或 novelty 不足，不建议占用主验证资源。,CASP8 重组酶 FRET/发光底物活性、活性位点竞争/DSF/SPR；细胞中测 cleaved CASP8、PARP 和 death receptor 依赖性。,同酶家族选择性、PAINS/聚集体、金属螯合/还原氧化、荧光/发光干扰、细胞毒性和原药理靶点反筛。,高,P4_deprioritize,deprioritize,"不建议进入主候选列表，除非新增强直接结合或疾病模型证据。 审计依据：child OT=breast carcinoma(0.348), ConPLEx=0.273/rank98; literature_status=not_audited_in_local_literature_table. 主要风险：主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化。"
strict895_0582,Larotrectinib Sulfate,BMPR2,扩张型/围产期心肌病、动脉粥样硬化；BMPR2 血管重塑模型,机制审计：低优先级可审。BMPR2 与 BMP-SMAD 血管重塑相关，心肌病/血管表型可以讲通但本行 child OT 支持很弱。机制故事可讲，但当前证据主要来自计算预测、签名或低分 child OT，需先证明真实 target engagement。 child OT 最佳疾病为 peripartum cardiomyopathy（score=0.047）。,实验可行性高：酶活/结合和细胞 phospho biomarker 都可建立；关键是证明选择性和疾病细胞窗口。,BMPR2/BMP4 刺激下 pSMAD1/5/8 Western/HTRF/reporter，辅以受体 kinase 结合或热稳定性；内皮/平滑肌细胞做功能 readout。,广谱 kinome panel、近缘 kinase/ATP 竞争、原药物靶点 panel、细胞毒性/增殖非特异和荧光/发光干扰反筛。,中高,P3_review_low,review_low,"可做低成本确认，但不应占用首轮优先资源。 审计依据：child OT=peripartum cardiomyopathy(0.047), ConPLEx=0.417/rank81; literature_status=not_audited_in_local_literature_table. 主要风险：同靶点家族/选择性泄漏风险；同靶点家族可能存在机制泄漏/选择性不足。"
strict895_0583,Rolapitant Hydrochloride,AKT1,乳腺癌（Open Targets child 优先）、结直肠癌/十二指肠癌,机制审计：低优先级可审。AKT1 位于 PI3K/AKT 核心通路，乳腺癌 child OT 分数高但候选实体瘤仍需按 AKT 依赖性筛选。机制故事可讲，但当前证据主要来自计算预测、签名或低分 child OT，需先证明真实 target engagement。 child OT 最佳疾病为 breast carcinoma（score=0.625）。,实验可行性高：酶活/结合和细胞 phospho biomarker 都可建立；关键是证明选择性和疾病细胞窗口。,AKT1 重组激酶酶活 IC50/Kd 或 NanoBRET/CETSA/SPR/DSF 结合；细胞层面测对应 phospho-substrate 和下游 pERK/pAKT/pSTAT/pSMAD 剂量反应。,广谱 kinome panel、近缘 kinase/ATP 竞争、原药物靶点 panel、细胞毒性/增殖非特异和荧光/发光干扰反筛。,中高,P3_review_low,review_low,"可做低成本确认，但不应占用首轮优先资源。 审计依据：child OT=breast carcinoma(0.625), ConPLEx=0.224/rank60; literature_status=not_audited_in_local_literature_table. 主要风险：主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化。"
strict895_0584,Bicalutamide,DNMT3A,AML/克隆性造血（Open Targets child 强）、结直肠癌表观遗传模型,机制审计：中等优先保留。DNMT3A 与 AML/克隆性造血有强遗传、临床和文献证据，是本块最清楚的 child OT 疾病锚点之一。drug-target-disease 链条有合理 biological story，但同家族或同方向风险需要用正交实验拆开。 child OT 最佳疾病为 acute myeloid leukemia（score=0.858）。,实验可行性中高：可用酶活/结合 assay 直接验证，阳性后再用疾病细胞模型确认功能窗口。,DNMT3A methyltransferase 酶活、SAM 竞争/结合和 5mC/靶位点甲基化 readout；AML 细胞做长期表观遗传效应。,同酶家族选择性、PAINS/聚集体、金属螯合/还原氧化、荧光/发光干扰、细胞毒性和原药理靶点反筛。,中高,P2_keep_medium,keep_medium,"建议保留到二线验证，先确认 target engagement 和选择性。 审计依据：child OT=acute myeloid leukemia(0.858), ConPLEx=0.540/rank32; literature_status=reported_post_approval_old_drug_new_target. 主要风险：同标签或同治疗方向 novelty 折扣；疾病方向接近原适应症，老药新用 novelty 较弱。"
strict895_0585,Larotrectinib Sulfate,ATP2A2,角化异常/遗传性皮肤屏障模型优先；当前银屑病 Open Targets 证据很弱,机制审计：建议降级。ATP2A2/SERCA2 与角化和 Ca2+ 稳态相关，但当前 child OT 分数几乎为零，疾病定位不足。但该 drug-target-disease 链条缺少足够直接性，或更像安全性/原药理/通路下游信号。 child OT 最佳疾病为 psoriasis（score=0.005）。,技术上可做初筛，但 child disease 支持、药物-靶点可信度或 novelty 不足，不建议占用主验证资源。,SERCA2/ATP2A2 ATPase 活性、Ca2+ uptake 和 ER calcium readout；角质形成细胞中验证 Ca2+ 稳态。,同酶家族选择性、PAINS/聚集体、金属螯合/还原氧化、荧光/发光干扰、细胞毒性和原药理靶点反筛。,高,P4_deprioritize,deprioritize,"不建议进入主候选列表，除非新增强直接结合或疾病模型证据。 审计依据：child OT=psoriasis(0.005), ConPLEx=0.456/rank57; literature_status=not_audited_in_local_literature_table. 主要风险：同靶点家族/选择性泄漏风险；同靶点家族可能存在机制泄漏/选择性不足。"
strict895_0586,Lacosamide,SCN3A,癫痫（Open Targets child 优先）、帕金森病/神经兴奋性表型,机制审计：仅作对照。SCN3A/Nav1.3 与癫痫 child OT 证据强，但非 CNS 药物或已知抗癫痫药需要按对照/暴露限制处理。药物-靶点或同方向药理已知/高度重叠，适合做 assay sanity check，不作为新用途候选。 child OT 最佳疾病为 epilepsy（score=0.752）。,实验可行性高，但仅用于阳性/流程控制，不计入新发现优先级。,SCN3A/Nav1.3 自动膜片钳为主，辅以电压敏感染料或神经元兴奋性 readout；必须做浓度-效应。,hERG/KCNH2、SCN5A/Nav 家族、K/Ca 通道 panel、膜扰动、细胞毒性、溶剂/渗透压效应反筛；CNS 适应症还需暴露/BBB 风险评估。,对照,P0_control_only,control_only,"仅作阳性/流程控制，不计入新用途发现。 审计依据：child OT=epilepsy(0.752), ConPLEx=0.522/rank49; literature_status=not_audited_in_local_literature_table. 主要风险：同靶点家族/选择性泄漏风险；同标签或同治疗方向 novelty 折扣；exact_known_target_by_profile_or_control=是；离子通道实验成本较高，需安全性通道反筛；同靶点家族可能存在机制泄漏/选择性不足；疾病方向接近原适应症，老药新用 novelty 较弱。"
strict895_0587,Vorinostat,TYR,黑色素瘤/原位黑色素瘤；银屑病仅作皮肤炎症对照,机制审计：低优先级可审。TYR 是黑色素合成酶，黑色素瘤和皮肤色素模型有清楚生物学 readout，适合做直接酶学确认。机制故事可讲，但当前证据主要来自计算预测、签名或低分 child OT，需先证明真实 target engagement。 child OT 最佳疾病为 melanoma（score=0.555）。,实验可行性中高：可用酶活/结合 assay 直接验证，阳性后再用疾病细胞模型确认功能窗口。,TYR/DOPA oxidation 酶活、melanin 生成和铜螯合控制；黑色素细胞/黑色素瘤细胞做剂量反应。,同酶家族选择性、PAINS/聚集体、金属螯合/还原氧化、荧光/发光干扰、细胞毒性和原药理靶点反筛。,中高,P3_review_low,review_low,"可做低成本确认，但不应占用首轮优先资源。 审计依据：child OT=melanoma(0.555), ConPLEx=0.246/rank93; literature_status=not_audited_in_local_literature_table. 主要风险：主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化。"
