review_id,drug_name,target_gene,ensembl_id,direction,concrete_disease_evidence_level,child_ot_status,mapped_candidate_disease_count,best_child_ot_disease_id,best_child_ot_disease_name,best_child_ot_score,best_child_ot_rank_within_target,best_child_genetic_score,best_child_somatic_score,best_child_clinical_score,best_child_known_drug_score,best_child_literature_score,concrete_disease_1,concrete_disease_2,concrete_disease_3,recommended_disease_model_zh,missing_for_final_disease_call_zh
strict895_0202,Ribociclib Succinate,EPAS1,ENSG00000116016,oncology,B_CREEDS_specific,child_ot_match,5,MONDO_0005097,squamous cell lung carcinoma,0.2776468658318822,67,0.0,0.4559480982087158,0.0,0.0,0.015198269940290528,lung cancer,stomach cancer,prostate cancer,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0203,Acyclovir,AKT2,ENSG00000105221,oncology,B_CREEDS_specific,child_ot_match,3,MONDO_0007254,breast cancer,0.5731553422649348,3,0.0,0.0,0.8986296375618736,0.0,0.88334758002034,colon cancer,breast cancer,具体肿瘤亚型待定,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0204,Lubiprostone,DNMT3A,ENSG00000119772,immune,B_target_prior_specific,child_ot_match,4,MONDO_0018874,acute myeloid leukemia,0.8577261614555013,1,0.8471602511092555,0.7780886038613795,0.9766274062398373,0.0,0.9921923175159074,AML/克隆性造血,结直肠癌表观遗传模型,髓系肿瘤,PBMC、T/B细胞、巨噬细胞或炎症刺激上皮共培养,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0205,Daclatasvir Dihydrochloride,CCND1,ENSG00000110092,oncology,A_CREEDS_and_target_prior,child_ot_match,5,MONDO_0007254,breast cancer,0.663919419942994,1,0.41463486834768065,0.0,0.9666496388501741,0.0,0.9804904383715823,breast adenocarcinoma,pancreatic ductal adenocarcinoma,lung cancer,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0206,Etravirine,LYN,ENSG00000254087,oncology,B_CREEDS_specific,child_ot_match,5,MONDO_0007254,breast cancer,0.4370033959002865,8,0.0,0.0,0.6791407889235531,0.0,0.7939322861817764,breast cancer,stomach cancer,multiple myeloma,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0207,Risdiplam,CCND1,ENSG00000110092,oncology,A_CREEDS_and_target_prior,child_ot_match,5,MONDO_0007254,breast cancer,0.663919419942994,1,0.41463486834768065,0.0,0.9666496388501741,0.0,0.9804904383715823,breast adenocarcinoma,pancreatic ductal adenocarcinoma,lung cancer,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0208,Obeticholic Acid,NR3C1,ENSG00000113580,cardiovascular,C_broad_direction_only,child_ot_match,1,EFO_0004269,cardiac arrhythmia,0.43115117428371186,123,0.7067538894103692,0.0,0.0,0.0,0.04914107280693938,心律失常/心衰/血管重塑待定,优先按靶点选择电生理或血管细胞模型,,心肌细胞、血管平滑肌/内皮细胞；离子通道候选加自动膜片钳,缺少具体病种级 CREEDS/OpenTargets 证据；缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0209,Siponimod,NOX4,ENSG00000086991,cardiovascular,A_CREEDS_and_target_prior,child_ot_match,5,MONDO_0005311,atherosclerosis,0.09829311547931761,49,0.0,0.0,0.0,0.0,0.8084235563116886,atherosclerosis,动脉粥样硬化,心肌纤维化,心肌细胞、血管平滑肌/内皮细胞；离子通道候选加自动膜片钳,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0210,Ulipristal Acetate,ANO1,ENSG00000131620,cardiovascular,B_CREEDS_specific,child_ot_match,2,EFO_0004269,cardiac arrhythmia,0.009599618832550281,397,0.0,0.0,0.0,0.0,0.07895322025355782,atherosclerosis,心律失常/心衰/血管重塑待定,优先按靶点选择电生理或血管细胞模型,心肌细胞、血管平滑肌/内皮细胞；离子通道候选加自动膜片钳,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0211,Acyclovir,TYK2,ENSG00000105397,oncology,A_CREEDS_and_target_prior,child_ot_match,5,MONDO_0005083,psoriasis,0.7222757693262555,3,0.9298505734698561,0.0,0.9399489433122886,0.0,0.7054744150101642,prostate cancer,nasopharynx carcinoma,银屑病,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0212,Obeticholic Acid,FTO,ENSG00000140718,cardiovascular,C_broad_direction_only,child_ot_match,1,EFO_0004269,cardiac arrhythmia,0.3612972103371606,148,0.5921787187951513,0.0,0.0,0.0,0.04255515583281348,心律失常/心衰/血管重塑待定,优先按靶点选择电生理或血管细胞模型,,心肌细胞、血管平滑肌/内皮细胞；离子通道候选加自动膜片钳,缺少具体病种级 CREEDS/OpenTargets 证据；缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0213,Rilpivirine Hydrochloride,YES1,ENSG00000176105,oncology,C_broad_direction_only,child_ot_match,1,MONDO_0004989,breast carcinoma,0.08539142534321481,50,0.0,0.0,0.12158615952232422,0.0,0.3775250226294868,具体肿瘤亚型待定,优先按靶点选择乳腺癌/肺癌/白血病/结直肠癌等模型,,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体病种级 CREEDS/OpenTargets 证据；缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0214,Etonogestrel,BRAF,ENSG00000157764,dermatology,B_target_prior_specific,child_ot_match,4,MONDO_0005105,melanoma,0.819548256089721,3,0.6991204172533643,0.7964371987079912,0.9778269615497763,0.0,0.9984270322492922,BRAF突变黑色素瘤,甲状腺癌,结直肠癌,角质形成细胞、成纤维细胞、免疫刺激皮肤模型,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0215,Fludarabine Phosphate,TYR,ENSG00000077498,dermatology,B_CREEDS_specific,child_ot_match,4,MONDO_0005105,melanoma,0.5551452178551856,10,0.6903010833874949,0.0,0.0,0.0,0.9512976869663444,melanoma,psoriasis,melanoma in situ,角质形成细胞、成纤维细胞、免疫刺激皮肤模型,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0216,Larotrectinib Sulfate,ACVRL1,ENSG00000139567,cardiovascular,B_CREEDS_specific,child_ot_match,2,MONDO_0005311,atherosclerosis,0.05502855079359236,47,0.0,0.0,0.0,0.0,0.4525889378345622,atherosclerosis,心律失常/心衰/血管重塑待定,优先按靶点选择电生理或血管细胞模型,心肌细胞、血管平滑肌/内皮细胞；离子通道候选加自动膜片钳,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0217,Atazanavir Sulfate,MMP3,ENSG00000149968,oncology,B_CREEDS_specific,child_ot_match,5,MONDO_0007254,breast cancer,0.28586593269171134,6,0.0,0.0,0.42555155832813474,0.0,0.8935238852554861,breast adenocarcinoma,esophagus adenocarcinoma,colorectal adenocarcinoma,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0218,Lubiprostone,GRIA2,ENSG00000120251,nervous_system,A_CREEDS_and_target_prior,child_ot_match,5,MONDO_0005180,Parkinson disease,0.3838879175324783,12,0.0,0.0,0.6180288357652397,0.0,0.26875277550763305,amyotrophic lateral sclerosis,bipolar disorder,Spinal Cord Injury,神经元/神经胶质细胞、iPSC-neuron 或过表达电生理模型,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0219,Abacavir Sulfate,HDAC11,ENSG00000163517,oncology,C_broad_direction_only,child_ot_match,1,MONDO_0004989,breast carcinoma,0.03647935865506827,158,0.0,0.0,0.0,0.0,0.30002887498367237,具体肿瘤亚型待定,优先按靶点选择乳腺癌/肺癌/白血病/结直肠癌等模型,,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体病种级 CREEDS/OpenTargets 证据；缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0220,Ulipristal Acetate,KCNH2,ENSG00000055118,cardiovascular,A_CREEDS_and_target_prior,child_ot_match,2,EFO_0004269,cardiac arrhythmia,0.7316321053934379,4,0.8265234663305856,0.0,0.8897742701710087,0.0,0.362953124139783,acute myocardial infarction,hERG心脏安全性,长QT风险模型,心肌细胞、血管平滑肌/内皮细胞；离子通道候选加自动膜片钳,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0221,Dronabinol,KCNMA1,ENSG00000156113,nervous_system,B_CREEDS_specific,child_ot_match,4,MONDO_0005090,schizophrenia,0.07080859683965444,112,0.0,0.0,0.0,0.0,0.07699011038627031,schizophrenia,neurofibromatosis,Huntington's disease,神经元/神经胶质细胞、iPSC-neuron 或过表达电生理模型,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0222,Aprepitant,TOP1,ENSG00000198900,oncology,B_CREEDS_specific,child_ot_match,5,MONDO_0009693,plasma cell myeloma,0.21239705769890846,82,0.0,0.3039653988058105,0.1731505120364099,0.0,0.09558023095782708,precursor B lymphoblastic lymphoma/leukemia,colon cancer,colon carcinoma,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0223,Naloxegol Oxalate,KCNK3,ENSG00000171303,cardiovascular,A_CREEDS_and_target_prior,child_ot_match,4,MONDO_0015924,pulmonary arterial hypertension,0.5006681859984753,3,0.4711463681490063,0.0,0.0,0.0,0.9038444162920478,"Hypertrophy, Left Ventricular",肺动脉高压,右心室肥厚/心衰,心肌细胞、血管平滑肌/内皮细胞；离子通道候选加自动膜片钳,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0224,Rolapitant Hydrochloride,ACVRL1,ENSG00000139567,cardiovascular,B_CREEDS_specific,child_ot_match,2,MONDO_0005311,atherosclerosis,0.05502855079359236,47,0.0,0.0,0.0,0.0,0.4525889378345622,atherosclerosis,心律失常/心衰/血管重塑待定,优先按靶点选择电生理或血管细胞模型,心肌细胞、血管平滑肌/内皮细胞；离子通道候选加自动膜片钳,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0225,Doravirine And Islatravir,VDR,ENSG00000111424,oncology,B_CREEDS_specific,child_ot_match,2,MONDO_0004989,breast carcinoma,0.11810876335133104,143,0.0,0.0,0.0,0.0,0.9713997367409677,colorectal adenocarcinoma,具体肿瘤亚型待定,优先按靶点选择乳腺癌/肺癌/白血病/结直肠癌等模型,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0226,Doravirine,VDR,ENSG00000111424,oncology,B_CREEDS_specific,child_ot_match,2,MONDO_0004989,breast carcinoma,0.11810876335133104,143,0.0,0.0,0.0,0.0,0.9713997367409677,colorectal adenocarcinoma,具体肿瘤亚型待定,优先按靶点选择乳腺癌/肺癌/白血病/结直肠癌等模型,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0227,Lubiprostone,AKT3,ENSG00000117020,nervous_system,C_broad_direction_only,child_ot_match,1,MONDO_0005027,epilepsy,0.030493167721234324,781,0.0,0.0,0.0,0.0,0.25079472730311486,癫痫/神经退行/神经炎症待定,优先按靶点选择神经元兴奋性或突触功能模型,,神经元/神经胶质细胞、iPSC-neuron 或过表达电生理模型,缺少具体病种级 CREEDS/OpenTargets 证据；缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0228,Selpercatinib,DNMT3A,ENSG00000119772,oncology,A_CREEDS_and_target_prior,child_ot_match,3,MONDO_0018874,acute myeloid leukemia,0.8577261614555013,1,0.8471602511092555,0.7780886038613795,0.9766274062398373,0.0,0.9921923175159074,colon cancer,AML/克隆性造血,结直肠癌表观遗传模型,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0229,Tecovirimat,CCND1,ENSG00000110092,oncology,A_CREEDS_and_target_prior,child_ot_match,5,MONDO_0007254,breast cancer,0.663919419942994,1,0.41463486834768065,0.0,0.9666496388501741,0.0,0.9804904383715823,breast adenocarcinoma,pancreatic ductal adenocarcinoma,lung cancer,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0230,Netupitant,NTRK3,ENSG00000140538,cardiovascular,C_broad_direction_only,mapped_but_not_in_fetched_target_diseases,1,,,0.0,,0.0,0.0,0.0,0.0,0.0,心律失常/心衰/血管重塑待定,优先按靶点选择电生理或血管细胞模型,,心肌细胞、血管平滑肌/内皮细胞；离子通道候选加自动膜片钳,缺少具体病种级 CREEDS/OpenTargets 证据；缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0231,Fostamatinib Disodium,FLT1,ENSG00000102755,oncology,A_CREEDS_and_target_prior,child_ot_match,2,MONDO_0005300,chronic kidney disease,0.037881976357982794,568,0.0,0.0,0.0,0.0,0.31156487306458064,colon cancer,肾小球内皮损伤/蛋白尿性CKD,肿瘤血管生成,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0232,Ozanimod Hydrochloride,RARG,ENSG00000172819,dermatology,C_broad_direction_only,child_ot_match,1,MONDO_0005083,psoriasis,0.5908221069683322,3,0.0,0.0,0.9699323888153005,0.0,0.038502283848736,银屑病/特应性皮炎/角化异常待定,,,角质形成细胞、成纤维细胞、免疫刺激皮肤模型,缺少具体病种级 CREEDS/OpenTargets 证据；缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0233,Palonosetron Hydrochloride,SLC6A1,ENSG00000157103,nervous_system,A_CREEDS_and_target_prior,child_ot_match,5,MONDO_0005090,schizophrenia,0.27976728775159937,21,0.0,0.0,0.42555155832813474,0.0,0.6928877285063386,Schizophrenia,Lewy body dementia,Spinal Cord Injury,神经元/神经胶质细胞、iPSC-neuron 或过表达电生理模型,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0234,Emtricitabine,PTPN11,ENSG00000179295,oncology,B_target_prior_specific,child_ot_match,4,MONDO_0018874,acute myeloid leukemia,0.6434226431750978,6,0.0,0.8033119865992363,0.0,0.0,0.947672772880233,SHP2依赖RTK/RAS通路肿瘤,AML/JMML,NSCLC,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0235,Etonogestrel,RAF1,ENSG00000132155,dermatology,C_broad_direction_only,child_ot_match,1,MONDO_0005083,psoriasis,0.0022174791281082107,3011,0.0,0.0,0.0,0.0,0.01823792392834863,银屑病/特应性皮炎/角化异常待定,,,角质形成细胞、成纤维细胞、免疫刺激皮肤模型,缺少具体病种级 CREEDS/OpenTargets 证据；缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0236,Boceprevir,SLC6A4,ENSG00000108576,oncology,A_CREEDS_and_target_prior,child_ot_match,5,MONDO_0004958,oral cavity squamous cell carcinoma,0.010511108764966878,859,0.0,0.0,0.0,0.0,0.01823792392834863,lung large cell carcinoma,lung squamous cell carcinoma,Squamous cell carcinoma of mouth,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0237,Etravirine,ABL1,ENSG00000097007,oncology,B_CREEDS_specific,child_ot_match,3,MONDO_0007254,breast cancer,0.4428758155640839,28,0.0,0.0,0.6824950467772084,0.0,0.9200408178268085,breast cancer,chronic myeloid leukemia,具体肿瘤亚型待定,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0238,Acyclovir,JAK3,ENSG00000105639,oncology,B_CREEDS_specific,child_ot_match,2,MONDO_0004989,breast carcinoma,0.2833327291556342,78,0.0,0.4559480982087158,0.0,0.0,0.20225453838696306,hepatocellular carcinoma,具体肿瘤亚型待定,优先按靶点选择乳腺癌/肺癌/白血病/结直肠癌等模型,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0239,Larotrectinib Sulfate,TGFBR1,ENSG00000106799,cardiovascular,B_target_prior_specific,child_ot_match,2,MONDO_0004989,breast carcinoma,0.076147801272693,75,0.0,0.0,0.0,0.0,0.6262867547741865,胰腺癌/乳腺癌EMT模型,纤维化,免疫抑制肿瘤微环境,心肌细胞、血管平滑肌/内皮细胞；离子通道候选加自动膜片钳,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0240,Ulipristal Acetate,UGCG,ENSG00000148154,cardiovascular,B_CREEDS_specific,mapped_but_not_in_fetched_target_diseases,2,,,0.0,,0.0,0.0,0.0,0.0,0.0,acute myocardial infarction,心律失常/心衰/血管重塑待定,优先按靶点选择电生理或血管细胞模型,心肌细胞、血管平滑肌/内皮细胞；离子通道候选加自动膜片钳,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0241,Larotrectinib Sulfate,MAP2K2,ENSG00000126934,cardiovascular,B_CREEDS_specific,child_ot_match,3,MONDO_0005068,myocardial infarction,0.021990001353739755,269,0.0,0.0,0.0,0.0,0.18085941228945726,myocardial infarction,"Hypertrophy, Left Ventricular",心律失常/心衰/血管重塑待定,心肌细胞、血管平滑肌/内皮细胞；离子通道候选加自动膜片钳,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0242,Givinostat Hydrochloride,KIT,ENSG00000157404,oncology,A_CREEDS_and_target_prior,child_ot_match,5,MONDO_0005105,melanoma,0.4767256798000925,30,0.0,0.44842834899557593,0.6114716507784003,0.0,0.9788485865435415,breast adenocarcinoma,melanoma,breast cancer,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0243,Fludarabine Phosphate,SLC29A1,ENSG00000112759,cardiovascular,A_CREEDS_and_target_prior,mapped_but_not_in_fetched_target_diseases,3,,,0.0,,0.0,0.0,0.0,0.0,0.0,atherosclerosis,dilated cardiomyopathy,peripartum cardiomyopathy,心肌细胞、血管平滑肌/内皮细胞；离子通道候选加自动膜片钳,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0244,Lacosamide,SCN4A,ENSG00000007314,musculoskeletal,A_CREEDS_and_target_prior,child_ot_match,4,MONDO_0020481,myotonia fluctuans,0.5547009499209655,35,0.668723877372783,0.0,0.0,0.0,0.07458390747021675,muscular atrophy,周期性麻痹,肌强直,成骨/破骨细胞、肌管、软骨细胞或炎症滑膜细胞,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0245,Palbociclib,ATP2A2,ENSG00000174437,dermatology,C_broad_direction_only,child_ot_match,1,MONDO_0005083,psoriasis,0.004817540803576141,1332,0.0,0.0,0.0,0.0,0.03343619386863916,银屑病/特应性皮炎/角化异常待定,,,角质形成细胞、成纤维细胞、免疫刺激皮肤模型,缺少具体病种级 CREEDS/OpenTargets 证据；缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0246,Hydrocortisone Butyrate,MAP2K1,ENSG00000169032,dermatology,B_target_prior_specific,child_ot_match,3,MONDO_0005105,melanoma,0.7309105929215368,3,0.0,0.607930797611621,0.9709236743776261,0.0,0.9470547892542001,MAPK通路依赖肿瘤,黑色素瘤,HCC/髓系白血病模型,角质形成细胞、成纤维细胞、免疫刺激皮肤模型,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0247,Cobicistat,SLC6A4,ENSG00000108576,oncology,A_CREEDS_and_target_prior,child_ot_match,5,MONDO_0004958,oral cavity squamous cell carcinoma,0.010511108764966878,859,0.0,0.0,0.0,0.0,0.01823792392834863,lung large cell carcinoma,lung squamous cell carcinoma,Squamous cell carcinoma of mouth,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0248,Darunavir And Cobicistat,SLC6A4,ENSG00000108576,oncology,A_CREEDS_and_target_prior,child_ot_match,5,MONDO_0004958,oral cavity squamous cell carcinoma,0.010511108764966878,859,0.0,0.0,0.0,0.0,0.01823792392834863,lung large cell carcinoma,lung squamous cell carcinoma,Squamous cell carcinoma of mouth,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0249,Rolapitant Hydrochloride,TGFBR1,ENSG00000106799,cardiovascular,B_target_prior_specific,child_ot_match,2,MONDO_0004989,breast carcinoma,0.076147801272693,75,0.0,0.0,0.0,0.0,0.6262867547741865,胰腺癌/乳腺癌EMT模型,纤维化,免疫抑制肿瘤微环境,心肌细胞、血管平滑肌/内皮细胞；离子通道候选加自动膜片钳,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0250,Rolapitant Hydrochloride,PTPN11,ENSG00000179295,cardiovascular,A_CREEDS_and_target_prior,child_ot_match,5,MONDO_0018874,acute myeloid leukemia,0.6434226431750978,6,0.0,0.8033119865992363,0.0,0.0,0.947672772880233,atherosclerosis,SHP2依赖RTK/RAS通路肿瘤,AML/JMML,心肌细胞、血管平滑肌/内皮细胞；离子通道候选加自动膜片钳,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0251,Siponimod,SLC6A4,ENSG00000108576,oncology,A_CREEDS_and_target_prior,child_ot_match,5,MONDO_0004958,oral cavity squamous cell carcinoma,0.010511108764966878,859,0.0,0.0,0.0,0.0,0.01823792392834863,lung large cell carcinoma,lung squamous cell carcinoma,Squamous cell carcinoma of mouth,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0252,Atazanavir Sulfate,MMP14,ENSG00000157227,oncology,B_CREEDS_specific,child_ot_match,5,MONDO_0008315,prostate cancer,0.3008263464536673,7,0.0,0.0,0.46945767148897405,0.0,0.5075765149946396,pancreatic ductal adenocarcinoma,breast cancer,retinoblastoma,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0253,Infigratinib Phosphate,KDR,ENSG00000128052,renal,A_CREEDS_and_target_prior,child_ot_match,3,MONDO_0007256,hepatocellular carcinoma,0.6777833062329777,2,0.0,0.4559480982087158,0.9799224280822827,0.0,0.9446678968511186,nephrosclerosis,glomerulosclerosis,肿瘤血管生成,肾小管上皮、足细胞、肾小球内皮/系膜细胞、成纤维细胞,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
strict895_0254,Palonosetron Hydrochloride,SLC29A1,ENSG00000112759,cardiovascular,A_CREEDS_and_target_prior,mapped_but_not_in_fetched_target_diseases,3,,,0.0,,0.0,0.0,0.0,0.0,0.0,atherosclerosis,dilated cardiomyopathy,peripartum cardiomyopathy,心肌细胞、血管平滑肌/内皮细胞；离子通道候选加自动膜片钳,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据
